0.239063	0.084824	1
0.190524	0.419847	1
0.267535	0.911039	1
0.566130	0.069297	1
0.857756	0.950960	0
0.436655	0.883310	1
0.240110	0.385860	1
0.834866	0.172558	1
0.123369	0.409872	1
0.778220	0.067907	1
0.217939	0.777219	1
0.187434	0.073158	1
0.184526	0.233051	1
0.970969	0.944830	0
0.456150	0.617525	1
0.979538	0.695213	0
0.702349	0.170062	1
0.115060	0.969884	1
0.081101	0.681190	1
0.039182	0.938856	1
0.632151	0.475836	1
0.822166	0.872261	0
0.861697	0.657033	0
0.044819	0.985066	1
0.066905	0.823039	1
0.052973	0.284843	1
0.600258	0.240407	1
0.358001	0.784784	1
0.473458	0.328970	1
0.729614	0.929608	0
0.946496	0.709152	0
0.624820	0.648845	1
0.879213	0.739880	0
0.618729	0.960314	0
0.421071	0.657911	1
0.899170	0.053221	1
0.133747	0.721337	1
0.925482	0.995444	0
0.378370	0.970301	0
0.980510	0.445274	0
0.793340	0.033483	1
0.730117	0.393598	1
0.273891	0.088119	1
0.178381	0.747348	1
0.417089	0.907995	1
0.676956	0.363585	1
0.617147	0.301776	1
0.012430	0.496360	1
0.041656	0.631160	1
0.456674	0.462727	1
0.289071	0.355845	1
0.515948	0.422818	1
0.077182	0.441431	1
0.418262	0.455551	1
0.411732	0.398772	1
0.900826	0.205072	1
0.432256	0.630943	1
0.598669	0.706146	1
0.719062	0.777051	0
0.453495	0.136151	1
0.685046	0.130451	1
0.499737	0.302192	1
0.432227	0.512167	1
0.798553	0.473883	1
0.143327	0.255227	1
0.936610	0.432398	0
0.611072	0.452558	1
0.855216	0.688253	0
0.893989	0.273478	1
0.143805	0.305721	1
0.672251	0.044630	1
0.510792	0.104506	1
0.675573	0.109462	1
0.810653	0.394635	1
0.886512	0.264147	1
0.530787	0.571558	1
0.394598	0.030524	1
0.873750	0.826825	0
0.542691	0.672303	1
0.300708	0.686018	1
0.927530	0.237318	1
0.118416	0.538602	1
0.689876	0.973632	0
0.226855	0.583865	1
0.247110	0.370660	1
0.889586	0.919361	0
0.415290	0.400379	1
0.023868	0.090864	1
0.509840	0.834520	1
0.485499	0.396352	1
0.098668	0.016286	1
0.967910	0.493266	0
0.046810	0.841661	1
0.320090	0.589501	1
0.513964	0.620798	1
0.275519	0.441494	1
0.858116	0.393934	1
0.980096	0.547992	0
0.367566	0.206951	1
0.131858	0.614677	1
0.577612	0.021444	1
0.534038	0.992902	0
0.421823	0.557906	1
0.083766	0.931663	1
0.392426	0.569265	1
0.328015	0.491094	1
0.585551	0.295925	1
0.984359	0.632361	0
0.137586	0.304450	1
0.221861	0.651550	1
0.925248	0.497380	0
0.093044	0.783364	1
0.891314	0.073140	1
0.331356	0.258881	1
0.280092	0.463214	1
0.873557	0.857703	0
0.484658	0.407595	1
0.850605	0.906480	0
0.965501	0.934371	0
0.838143	0.357927	1
0.503636	0.166158	1
0.849021	0.089187	1
0.462084	0.833380	1
0.721548	0.599670	1
0.137829	0.943409	1
0.251220	0.063077	1
0.440789	0.344264	1
0.846441	0.332104	1
0.417405	0.177797	1
0.590985	0.697496	1
0.641011	0.464542	1
0.555199	0.125669	1
0.872137	0.405805	1
0.032149	0.837638	1
0.340176	0.870292	1
0.195565	0.843812	1
0.036451	0.044586	1
0.932999	0.498534	0
0.877965	0.654547	0
0.098204	0.015795	1
0.597956	0.349424	1
0.078872	0.038745	1
0.693689	0.925312	0
0.370849	0.111093	1
0.103109	0.961834	1
0.808590	0.744120	0
0.426376	0.363789	1
0.869789	0.298513	1
0.769594	0.901938	0
0.136151	0.109769	1
0.772231	0.331716	1
0.953581	0.808681	0
0.376302	0.886580	1
0.307215	0.254267	1
0.541127	0.405420	1
0.270062	0.139083	1
0.754844	0.348934	1
0.177828	0.448533	1
0.274246	0.548678	1
0.559627	0.377356	1
0.510511	0.368216	1
0.121476	0.936887	1
0.732005	0.991265	0
0.235400	0.501599	1
0.893203	0.371551	1
0.611368	0.665434	1
0.703268	0.564949	1
0.474115	0.079570	1
0.451529	0.781330	1
0.333837	0.992655	0
0.186750	0.603899	1
0.131738	0.941594	1
0.952833	0.309566	0
0.390128	0.227080	1
0.858244	0.949754	0
0.604435	0.368755	1
0.317970	0.725911	1
0.305642	0.049975	1
0.717176	0.541042	1
0.551574	0.610379	1
0.912593	0.162941	1
0.275813	0.615861	1
0.727890	0.749928	0
0.695431	0.179419	1
0.531258	0.029268	1
0.172074	0.718009	1
0.633167	0.303812	1
0.659603	0.586000	1
0.613378	0.049731	1
0.813080	0.471621	1
0.999485	0.417515	0
0.840376	0.317455	1
0.143427	0.146018	1
0.367430	0.860603	1
0.687061	0.919004	0
0.470982	0.599654	1
0.081945	0.746796	1
0.215515	0.809835	1
0.496724	0.910946	0
0.989254	0.027982	1
0.940214	0.161327	1
0.745991	0.573381	1
0.465139	0.405594	1
0.159381	0.078517	1
0.455325	0.972461	0
0.550138	0.454809	1
0.389976	0.390515	1
0.772264	0.533403	1
0.536533	0.139694	1
0.394006	0.223594	1
0.058698	0.864988	1
0.823248	0.140643	1
0.611784	0.038763	1
0.950478	0.108507	1
0.949709	0.939732	0
0.136489	0.889922	1
0.101060	0.882480	1
0.463303	0.566199	1
0.288074	0.622684	1
0.644716	0.743399	1
0.595145	0.194854	1
0.198208	0.985121	0
0.585369	0.970472	0
0.518523	0.121902	1
0.110167	0.912529	1
0.345496	0.168865	1
0.777517	0.168744	1
0.309508	0.389301	1
0.207507	0.259987	1
0.497808	0.157215	1
0.199719	0.634298	1
0.047137	0.300779	1
0.516778	0.510440	1
0.866978	0.804852	0
0.133124	0.511693	1
0.548251	0.728268	1
0.706548	0.746459	0
0.713389	0.291917	1
0.716931	0.231912	1
0.413819	0.827098	1
0.144441	0.759315	1
0.995963	0.921959	0
0.928059	0.305472	1
0.311259	0.135566	1
0.565459	0.809068	1
0.292781	0.765178	1
0.443365	0.339918	1
0.065957	0.960143	1
0.850358	0.932934	0
0.764995	0.983482	0
0.444628	0.313246	1
0.711750	0.151176	1
0.059705	0.425139	1
0.443092	0.776636	1
0.657051	0.856911	0
0.603734	0.801493	0
0.616226	0.599697	1
0.723451	0.544285	1
0.905169	0.034710	1
0.679851	0.470628	1
0.843778	0.972632	0
0.235805	0.287143	1
0.312549	0.301762	1
0.247286	0.162907	1
0.234696	0.012281	1
0.146389	0.679324	1
0.325527	0.858139	1
0.830500	0.385232	1
0.283278	0.273592	1
0.161868	0.940329	1
0.130504	0.765602	1
0.741822	0.746730	0
0.365299	0.465273	1
0.291015	0.270468	1
0.499983	0.970866	0
0.741096	0.343761	1
0.943498	0.976901	0
0.630904	0.256047	1
0.278663	0.878191	1
0.418955	0.513360	1
0.890472	0.565344	0
0.192684	0.216000	1
0.423483	0.023184	1
0.601231	0.706761	1
0.296776	0.763099	1
0.647090	0.427279	1
0.528700	0.388912	1
0.174009	0.893999	1
0.854184	0.465025	1
0.164467	0.354168	1
0.435891	0.905563	0
0.697929	0.379389	1
0.882464	0.328833	1
0.635437	0.161127	1
0.207024	0.054392	1
0.674487	0.097497	1
0.619736	0.867171	0
0.313496	0.043219	1
0.890355	0.914727	0
0.749979	0.187131	1
0.677826	0.397069	1
0.614410	0.206527	1
0.785981	0.788420	0
0.100526	0.640165	1
0.253444	0.264993	1
0.994333	0.689336	0
0.170556	0.692262	1
0.068725	0.053020	1
0.021096	0.704162	1
0.214147	0.228120	1
0.758554	0.888634	0
0.325617	0.378289	1
0.755805	0.639113	1
0.421508	0.646160	1
0.553840	0.171487	1
0.833290	0.231667	1
0.568556	0.447700	1
0.438193	0.354537	1
0.236120	0.538720	1
0.994703	0.489564	0
0.803713	0.989036	0
0.178900	0.974269	1
0.681298	0.247625	1
0.027289	0.702394	1
0.951787	0.241436	1
0.930514	0.710340	0
0.130070	0.256130	1
0.088630	0.885875	1
0.895243	0.510137	0
0.532035	0.449083	1
0.681624	0.365325	1
0.680750	0.250181	1
0.813025	0.118943	1
0.604718	0.049145	1
0.657663	0.599421	1
0.538709	0.461376	1
0.588457	0.717609	1
0.435645	0.269755	1
0.965234	0.462934	0
0.972149	0.917021	0
0.704370	0.902663	0
0.627361	0.834441	0
0.158793	0.715991	1
0.720316	0.054036	1
0.226128	0.252351	1
0.503120	0.907753	0
0.617676	0.183870	1
0.157933	0.430701	1
0.302813	0.762651	1
0.479846	0.960476	0
0.362072	0.018554	1
0.421852	0.950529	0
0.736163	0.857497	0
0.220284	0.701397	1
0.320431	0.192433	1
0.618418	0.024802	1
0.095096	0.245780	1
0.859243	0.253889	1
0.961771	0.579559	0
0.307925	0.187899	1
0.831910	0.811045	0
0.095652	0.449585	1
0.994915	0.253585	0
0.880286	0.297728	1
0.016236	0.360132	1
0.258204	0.378308	1
0.378686	0.680057	1
0.328837	0.114849	1
0.537554	0.549121	1
0.816247	0.857985	0
0.741554	0.434665	1
0.882787	0.836650	0
0.680445	0.742030	0
0.090539	0.642215	1
0.321588	0.398464	1
0.830114	0.153498	1
0.209509	0.925766	1
0.603083	0.204423	1
0.179351	0.483369	1
0.502151	0.195587	1
0.843501	0.760356	0
0.573895	0.222187	1
0.440412	0.902733	0
0.337036	0.977966	0
0.451854	0.153283	1
0.835951	0.193409	1
0.587948	0.718738	1
0.030059	0.268392	1
0.460768	0.120598	1
0.910608	0.782356	0
0.519062	0.740722	1
0.935854	0.728570	0
0.666488	0.538937	1
0.932994	0.845839	0
0.022307	0.435145	1
0.041426	0.865807	1
0.195500	0.615321	1
0.087994	0.635912	1
0.518054	0.425030	1
0.613878	0.969908	0
0.578313	0.449829	1
0.163317	0.166261	1
0.168567	0.193375	1
0.434653	0.629335	1
0.313973	0.345261	1
0.411691	0.833035	1
0.085983	0.347545	1
0.561605	0.752471	1
0.886482	0.494598	0
0.598310	0.908788	0
0.929743	0.639735	0
0.774596	0.125243	1
0.255056	0.862590	1
0.761156	0.773110	0
0.287620	0.375034	1
0.743018	0.865933	0
0.824863	0.906335	0
0.032193	0.993430	1
0.099710	0.466846	1
0.622764	0.413683	1
0.812107	0.034455	1
0.246717	0.898090	1
0.381999	0.808322	1
0.650561	0.268481	1
0.302920	0.248870	1
0.177269	0.232663	1
0.888605	0.951865	0
0.357907	0.143662	1
0.814455	0.119062	1
0.916772	0.102074	1
0.494096	0.659790	1
0.968007	0.318959	0
0.566124	0.000201	1
0.312388	0.665834	1
0.467047	0.935153	0
0.079517	0.279154	1
0.969607	0.326234	0
0.177244	0.351607	1
0.134556	0.827805	1
0.620088	0.437477	1
0.076675	0.797357	1
0.670140	0.965280	0
0.749222	0.028047	1
0.108942	0.563677	1
0.147109	0.025713	1
0.665751	0.641205	1
0.685503	0.633758	1
0.960163	0.251627	1
0.633959	0.272552	1
0.917461	0.101006	1
0.207705	0.996978	0
0.380160	0.177312	1
0.323213	0.557404	1
0.528919	0.457769	1
0.385208	0.149006	1
0.895246	0.461883	0
0.946363	0.565386	0
0.427163	0.695585	1
0.593433	0.536105	1
0.259262	0.740542	1
0.561818	0.925013	0
0.381746	0.247321	1
0.558771	0.341910	1
0.498948	0.192730	1
0.614462	0.416410	1
0.293736	0.822166	1
0.413388	0.673896	1
0.999478	0.736601	0
