 0 6.08035 0.6
 0.00601202 5.90265 0.595511
 0.012024 6.90031 0.591063
 0.0180361 6.29694 0.586654
 0.0240481 6.4037 0.582285
 0.0300601 5.04122 0.577956
 0.0360721 4.36174 0.573665
 0.0420842 5.30733 0.569412
 0.0480962 5.62989 0.565198
 0.0541082 6.11152 0.561022
 0.0601202 5.559 0.556883
 0.0661323 4.8111 0.552782
 0.0721443 5.12063 0.548717
 0.0781563 5.54586 0.544688
 0.0841683 5.85631 0.540696
 0.0901804 5.07313 0.53674
 0.0961924 4.98823 0.532819
 0.102204 5.29308 0.528933
 0.108216 4.8991 0.525083
 0.114228 4.78118 0.521266
 0.12024 5.4918 0.517484
 0.126253 4.94852 0.513737
 0.132265 4.95257 0.510022
 0.138277 4.59916 0.506341
 0.144289 4.73346 0.502693
 0.150301 5.02303 0.499078
 0.156313 4.97812 0.495495
 0.162325 4.55013 0.491945
 0.168337 4.81381 0.488426
 0.174349 5.56495 0.484939
 0.180361 4.71542 0.481483
 0.186373 4.65596 0.478059
 0.192385 4.68104 0.474664
 0.198397 3.5143 0.471301
 0.204409 4.94989 0.467968
 0.210421 4.62986 0.464664
 0.216433 4.50955 0.46139
 0.222445 4.90904 0.458146
 0.228457 5.26685 0.454931
 0.234469 4.34024 0.451744
 0.240481 5.01644 0.448587
 0.246493 5.25333 0.445457
 0.252505 4.10004 0.442356
 0.258517 4.11616 0.439282
 0.264529 5.26568 0.436236
 0.270541 3.94098 0.433218
 0.276553 5.04894 0.430226
 0.282565 4.86356 0.427262
 0.288577 4.08396 0.424324
 0.294589 4.08588 0.421412
 0.300601 4.70992 0.418527
 0.306613 4.04284 0.415667
 0.312625 4.10921 0.412833
 0.318637 4.42785 0.410025
 0.324649 4.29231 0.407242
 0.330661 4.07956 0.404483
 0.336673 4.56199 0.40175
 0.342685 3.99594 0.399041
 0.348697 4.26137 0.396356
 0.354709 3.31692 0.393696
 0.360721 3.81776 0.391059
 0.366733 4.01517 0.388446
 0.372745 3.82785 0.385856
 0.378758 3.62559 0.38329
 0.38477 3.28187 0.380747
 0.390782 4.43151 0.378227
 0.396794 3.91438 0.375729
 0.402806 4.30173 0.373253
 0.408818 3.96255 0.3708
 0.41483 3.46689 0.368369
 0.420842 4.14148 0.36596
 0.426854 3.33287 0.363572
 0.432866 3.89162 0.361206
 0.438878 3.30026 0.358861
 0.44489 3.53491 0.356537
 0.450902 4.07235 0.354234
 0.456914 3.65951 0.351952
 0.462926 4.66431 0.34969
 0.468938 4.10021 0.347448
 0.47495 4.05858 0.345227
 0.480962 3.65921 0.343025
 0.486974 3.05049 0.340843
 0.492986 3.49836 0.338681
 0.498998 3.51854 0.336539
 0.50501 2.55928 0.334415
 0.511022 3.1191 0.332311
 0.517034 2.58837 0.330225
 0.523046 2.95298 0.328158
 0.529058 3.11035 0.32611
 0.53507 2.97584 0.32408
 0.541082 3.28007 0.322068
 0.547094 3.07434 0.320075
 0.553106 2.6499 0.318099
 0.559118 2.86261 0.316141
 0.56513 3.14313 0.314201
 0.571142 3.48369 0.312278
 0.577154 3.68642 0.310372
 0.583166 3.11944 0.308483
 0.589178 3.12168 0.306612
 0.59519 3.43714 0.304757
 0.601202 3.20217 0.302919
 0.607214 2.86918 0.301097
 0.613226 3.13159 0.299291
 0.619238 3.57518 0.297502
 0.625251 3.59302 0.295729
 0.631263 2.83063 0.293972
 0.637275 2.7048 0.292231
 0.643287 2.53299 0.290505
 0.649299 2.48691 0.288795
 0.655311 2.76119 0.2871
 0.661323 3.277 0.28542
 0.667335 2.45969 0.283756
 0.673347 2.52533 0.282106
 0.679359 2.76439 0.280471
 0.685371 2.83894 0.278851
 0.691383 3.4198 0.277245
 0.697395 2.85349 0.275654
 0.703407 2.84257 0.274077
 0.709419 2.52863 0.272514
 0.715431 3.17755 0.270966
 0.721443 2.59639 0.269431
 0.727455 3.18871 0.26791
 0.733467 2.7726 0.266402
 0.739479 2.38379 0.264908
