 0 6.08035 0.6
 0.030303 5.72691 0.577782
 0.0606061 6.4974 0.55655
 0.0909091 5.75605 0.536263
 0.121212 5.68436 0.516876
 0.151515 4.34687 0.498352
 0.181818 3.65452 0.48065
 0.212121 4.32235 0.463735
 0.242424 4.45822 0.447572
 0.272727 4.7074 0.432127
 0.30303 4.16632 0.417368
 0.333333 3.5098 0.403265
 0.363636 3.63752 0.389789
 0.393939 3.83761 0.376912
 0.424242 3.94907 0.364607
 0.454545 3.33503 0.352848
 0.484848 3.19817 0.341613
 0.515152 3.31111 0.330876
 0.545455 2.9914 0.320617
 0.575758 2.85085 0.310813
 0.606061 3.19909 0.301445
 0.636364 2.81742 0.292494
 0.666667 2.7572 0.28394
 0.69697 2.50482 0.275766
 0.727273 2.52312 0.267955
 0.757576 2.62175 0.260492
 0.787879 2.54545 0.25336
 0.818182 2.28037 0.246545
 0.848485 2.36571 0.240033
 0.878788 2.68311 0.233811
 0.909091 2.2316 0.227865
 0.939394 2.1639 0.222183
 0.969697 2.13757 0.216753
 1 1.57756 0.211565
 1.0303 2.18537 0.206607
 1.06061 2.01141 0.20187
 1.09091 1.9288 0.197343
 1.12121 2.06819 0.193018
 1.15152 2.18676 0.188884
 1.18182 1.7768 0.184935
 1.21212 2.02587 0.18116
 1.24242 2.09391 0.177554
 1.27273 1.61374 0.174108
 1.30303 1.60056 0.170814
 1.33333 2.02386 0.167668
 1.36364 1.49792 0.164661
 1.39394 1.89866 0.161787
 1.42424 1.81039 0.159042
 1.45455 1.50547 0.156418
 1.48485 1.49227 0.153911
 1.51515 1.70509 0.151515
 1.54545 1.4514 0.149226
 1.57576 1.46358 0.147039
 1.60606 1.5653 0.144948
 1.63636 1.5067 0.142951
 1.66667 1.42253 0.141042
 1.69697 1.58087 0.139219
 1.72727 1.37666 0.137476
 1.75758 1.46015 0.135811
 1.78788 1.13081 0.134219
 1.81818 1.29549 0.132699
 1.84848 1.35662 0.131246
 1.87879 1.28824 0.129857
 1.90909 1.21579 0.12853
 1.93939 1.09695 0.127263
 1.9697 1.47689 0.126051
 2 1.30115 0.124894
 2.0303 1.42664 0.123787
 2.06061 1.31155 0.12273
 2.09091 1.14556 0.12172
 2.12121 1.36655 0.120755
 2.15152 1.09851 0.119833
 2.18182 1.28158 0.118951
 2.21212 1.08619 0.118109
 2.24242 1.16302 0.117305
 2.27273 1.33972 0.116536
 2.30303 1.20407 0.115801
 2.33333 1.53524 0.115099
 2.36364 1.35035 0.114428
 2.39394 1.33771 0.113787
 2.42424 1.20728 0.113174
 2.45455 1.00765 0.112589
 2.48485 1.15719 0.112029
 2.51515 1.16569 0.111495
 2.54545 0.849359 0.110984
 2.57576 1.03712 0.110496
 2.60606 0.862432 0.110029
 2.63636 0.986106 0.109584
 2.66667 1.04112 0.109158
 2.69697 0.998598 0.108751
 2.72727 1.1036 0.108362
 2.75758 1.03726 0.10799
 2.78788 0.89665 0.107635
 2.81818 0.97155 0.107296
 2.84848 1.0701 0.106972
 2.87879 1.18989 0.106662
 2.90909 1.26335 0.106366
 2.93939 1.07273 0.106083
 2.9697 1.0773 0.105813
 3 1.19048 0.105554
