0	-55.4993
0.2	18.1259
0.4	64.8312
0.6	60.8585
0.8	-21.6215
1	110.402
1.2	26.2045
1.4	4.56185
1.6	-15.2268
1.8	-48.9176
2	-58.5779
2.2	62.071
2.4	-7.04269
2.6	15.8346
2.8	6.6321
3	59.0959
3.2	69.2414
3.4	-82.8663
3.6	37.0158
3.8	62.0081
4	46
4.2	72.1238
4.4	52.5973
4.6	94.2113
4.8	14.9912
5	106.481
5.2	88.779
5.4	44.109
5.6	-33.6669
5.8	84.9324
6	32.8044
6.2	-14.4044
6.4	61.1487
6.6	-54.8684
6.8	-2.60084
7	-96.366
7.2	19.2652
7.4	62.5257
7.6	66.3344
7.8	88.3944
8	98.6524
8.2	-48.1985
8.4	12.2479
8.6	-69.9138
8.8	45.9551
9	-25.5931
9.2	-51.9665
9.4	44.576
9.6	-29.6306
9.8	85.1742
10	-37.385
10.2	176.847
10.4	-68.4258
10.6	-28.177
10.8	76.7136
11	16.0734
11.2	8.06198
11.4	-38.4944
11.6	61.4978
11.8	18.8708
12	4.87019
12.2	-1.67124
12.4	14.7461
12.6	-0.729878
12.8	64.1936
13	45.4943
13.2	34.7599
13.4	80.9384
13.6	52.8657
13.8	46.9417
14	41.0367
14.2	-4.68365
14.4	51.706
14.6	-46.5334
14.8	77.6381
15	46.8731
15.2	110.135
15.4	98.1834
15.6	127.59
15.8	28.1043
16	19.519
16.2	48.8216
16.4	46.8288
16.6	-13.1035
16.8	63.5638
17	139.104
17.2	33.9415
17.4	96.1291
17.6	15.0783
17.8	52.1428
18	7.66538
18.2	66.0938
18.4	40.0167
18.6	73.5437
18.8	72.9802
19	5.3166
19.2	67.3199
19.4	61.2776
19.6	43.0619
19.8	158.523
20	132.026
20.2	96.7571
20.4	49.0961
20.6	59.7262
20.8	148.59
21	164.923
21.2	103.427
21.4	-3.58142
21.6	119.213
21.8	73.5408
22	-16.8251
22.2	122.072
22.4	139.842
22.6	191.747
22.8	137.351
23	-0.0199871
23.2	22.5805
23.4	17.1675
23.6	73.7748
23.8	61.8263
24	117.877
24.2	167.431
24.4	35.8086
24.6	116.844
24.8	96.7444
25	51.5647
25.2	58.3403
25.4	90.1161
25.6	61.7133
25.8	60.8395
26	-30.1641
26.2	57.8903
26.4	55.4002
26.6	152.109
26.8	186.253
27	101.166
27.2	14.6074
27.4	130.176
27.6	98.849
27.8	17.6533
28	58.1151
28.2	73.5085
28.4	142.29
28.6	82.0351
28.8	69.1301
29	110.224
29.2	8.55344
29.4	17.11
29.6	87.9897
29.8	39.2334
30	133.585
30.2	37.6314
30.4	83.2719
30.6	62.1714
30.8	154.111
31	161.55
31.2	86.2631
31.4	61.5755
31.6	103.643
31.8	53.4686
32	176.516
32.2	111.885
32.4	147.254
32.6	193.015
32.8	138.626
33	125.719
33.2	104.251
33.4	139.56
33.6	187.878
33.8	139.272
34	55.1181
34.2	97.4077
34.4	135.296
34.6	120.989
34.8	122.034
35	108.132
35.2	-1.14549
35.4	172.107
35.6	181.776
35.8	11.3363
36	154.26
36.2	119.624
36.4	107.26
36.6	177.632
36.8	113.223
37	67.2901
37.2	95.3776
37.4	114.121
37.6	96.5364
37.8	151.087
38	92.0871
38.2	159.786
38.4	144.011
38.6	128.566
38.8	122.683
39	178.345
39.2	118.466
39.4	182.858
39.6	138.749
39.8	125.463
40	190.064
40.2	195.528
40.4	166.223
40.6	179.209
40.8	173.305
41	125.227
41.2	245.228
41.4	119.296
41.6	98.0007
41.8	70.1294
42	192.609
42.2	83.8925
42.4	73.5307
42.6	133.695
42.8	177.457
43	92.4413
43.2	190.231
43.4	163.576
43.6	215.487
43.8	109.57
44	133.499
44.2	203.761
44.4	149.432
44.6	214.198
44.8	117.48
45	139.352
45.2	136.76
45.4	115.284
45.6	171.805
