1000.000000	0.000000	0.000000
950.000000	50.000000	0.050000
905.000000	95.000000	0.100000
864.500000	135.500000	0.150000
828.050000	171.950000	0.200000
795.245000	204.755000	0.250000
765.720500	234.279500	0.300000
739.148450	260.851550	0.350000
715.233605	284.766395	0.400000
693.710245	306.289756	0.450000
674.339220	325.660780	0.500000
656.905298	343.094702	0.550000
641.214768	358.785232	0.600000
627.093291	372.906709	0.650000
614.383962	385.616038	0.700000
602.945566	397.054434	0.750000
592.651009	407.348991	0.800000
583.385908	416.614092	0.850000
575.047318	424.952682	0.900000
567.542586	432.457414	0.950000
560.788327	439.211673	1.000000
554.709495	445.290505	1.050000
549.238545	450.761455	1.100000
544.314691	455.685309	1.150000
539.883222	460.116778	1.200000
535.894899	464.105101	1.250000
532.305409	467.694591	1.300000
529.074869	470.925131	1.350000
526.167382	473.832618	1.400000
523.550643	476.449357	1.450000
521.195579	478.804421	1.500000
519.076021	480.923979	1.550000
517.168419	482.831581	1.600000
515.451577	484.548423	1.650000
513.906419	486.093581	1.700000
512.515778	487.484222	1.750000
511.264200	488.735800	1.800000
510.137780	489.862220	1.850000
509.124002	490.875998	1.900000
508.211602	491.788398	1.950000
507.390441	492.609559	2.000000
506.651397	493.348603	2.050000
505.986258	494.013742	2.100000
505.387632	494.612368	2.150000
504.848869	495.151131	2.200000
504.363982	495.636018	2.250000
503.927584	496.072416	2.300000
503.534825	496.465175	2.350000
503.181343	496.818657	2.400000
502.863208	497.136792	2.450000
502.576888	497.423112	2.500000
502.319199	497.680801	2.550000
502.087279	497.912721	2.600000
501.878551	498.121449	2.650000
501.690696	498.309304	2.700000
501.521626	498.478374	2.750000
501.369464	498.630536	2.800000
501.232517	498.767483	2.850000
501.109266	498.890734	2.900000
500.998339	499.001661	2.950000
500.898505	499.101495	3.000000
500.808655	499.191345	3.050000
500.727789	499.272211	3.100000
500.655010	499.344990	3.150000
500.589509	499.410491	3.200000
500.530558	499.469442	3.250000
500.477502	499.522498	3.300000
500.429752	499.570248	3.350000
500.386777	499.613223	3.400000
500.348099	499.651901	3.450000
500.313289	499.686711	3.500000
500.281960	499.718040	3.550000
500.253764	499.746236	3.600000
500.228388	499.771612	3.650000
500.205549	499.794451	3.700000
500.184994	499.815006	3.750000
500.166495	499.833505	3.800000
500.149845	499.850155	3.850000
500.134861	499.865139	3.900000
500.121375	499.878625	3.950000
500.109237	499.890763	4.000000
500.098314	499.901686	4.050000
500.088482	499.911518	4.100000
500.079634	499.920366	4.150000
500.071671	499.928329	4.200000
500.064504	499.935496	4.250000
500.058053	499.941947	4.300000
500.052248	499.947752	4.350000
500.047023	499.952977	4.400000
500.042321	499.957679	4.450000
500.038089	499.961911	4.500000
500.034280	499.965720	4.550000
500.030852	499.969148	4.600000
500.027767	499.972233	4.650000
500.024990	499.975010	4.700000
500.022491	499.977509	4.750000
500.020242	499.979758	4.800000
500.018218	499.981782	4.850000
500.016396	499.983604	4.900000
500.014756	499.985244	4.950000
